match_id,radiant_win
6,0.8234844512178618
7,0.7581091850752502
10,0.1916805521410827
13,0.8591263447372124
16,0.23297642334582067
18,0.37393146547600453
19,0.5249881238418447
24,0.5632016779503637
33,0.21763476750137048
37,0.6688802637302163
41,0.15595027596916708
42,0.33596061884007955
55,0.22805321355203803
60,0.6730486834236032
62,0.554849312076063
63,0.5963044231194016
64,0.0883494174340363
71,0.5435175737311794
72,0.3214058960759978
83,0.4960580054584602
85,0.7859994956889972
89,0.930797094543349
92,0.758711920829577
100,0.9574548496030035
102,0.8840898506062242
108,0.535299078358149
111,0.7759044106519488
126,0.18295298013187566
130,0.04969355378576759
140,0.7915444772927023
141,0.2606175848671853
152,0.8418996536681497
153,0.7461650486946939
159,0.5580930675743057
160,0.5823345843672275
163,0.6105223741360806
178,0.5608062080472702
179,0.3647442328384138
181,0.6814456446573864
196,0.1475640341611864
206,0.11603363659890774
209,0.546001256895132
216,0.5451149051023039
228,0.07827959446216382
230,0.4230046587236585
242,0.7140787134017146
245,0.17026314285621488
261,0.4953720384301192
274,0.4762383536353798
282,0.735570251714851
289,0.5156955703508456
296,0.09506081526438004
297,0.6036243065065723
302,0.29920654871725033
304,0.022816191663391716
313,0.789294149535761
316,0.4971859856557107
317,0.414399974798382
344,0.8819504270389046
348,0.7497371570287995
352,0.5093512340732773
354,0.5540948050766884
361,0.461369319709192
362,0.21947170925734766
363,0.7430033970404742
365,0.40353407223484533
375,0.2972364232311709
380,0.313214985808202
384,0.5379237700034073
394,0.7703773927751897
399,0.6067752392575622
404,0.7244710115484679
406,0.6495941463697708
430,0.15088646549238846
432,0.3252845806065875
443,0.4598069930830575
463,0.616750687406352
467,0.5267427426045795
474,0.1816708630542507
488,0.22197068323938549
502,0.9084087263182219
503,0.2713446837669228
507,0.28458113935565205
508,0.3765137120979555
509,0.4473216053018378
516,0.34922884821423567
528,0.2772168246922344
542,0.6117823415995038
547,0.17617705935161804
552,0.5500595176764574
555,0.6128242015785443
561,0.6284120743068833
569,0.806928187335799
575,0.9500264712656313
576,0.8121451380112673
582,0.18361509192416123
585,0.4530561935917976
586,0.5643795189093301
590,0.7946270236875989
592,0.22350775993902894
598,0.38917956710837714
599,0.27196940448183127
600,0.7267439511196114
601,0.5477177901740751
603,0.3160157435015991
617,0.4657350830238251
628,0.45584916440747497
634,0.1344227927051425
635,0.3087001624505558
639,0.42251320315947294
644,0.6488053446518535
646,0.7535432583418826
650,0.08377947872664519
659,0.8437962397433155
663,0.364165543190791
668,0.6429671612408444
670,0.4055999413585518
678,0.4123414555559957
679,0.2793585391127365
686,0.7851498696096848
694,0.2876509619514217
696,0.8958616957692401
702,0.8927107705569751
709,0.3846652841360342
712,0.3683808942486049
723,0.21870397131216013
729,0.4277857868058317
733,0.7347096823482568
735,0.3852096306046212
737,0.3701624981580096
749,0.6845789737804271
752,0.47848712693398643
767,0.9198354584858985
771,0.12158938289530509
778,0.4961214401152853
780,0.7430415086494107
790,0.49123952788078706
797,0.3549223985187251
